	precision	recall	thresholds
0	0.15187289678380317	1.0	0.02055869810283184
1	0.15187918074615545	1.0	0.021571172401309013
2	0.1518812755158336	1.0	0.023391276597976685
3	0.15188337034329613	1.0	0.02410932630300522
4	0.15188756017158384	1.0	0.03593219444155693
5	0.1518896551724138	1.0	0.03915336728096008
6	0.15189175023103768	1.0	0.039217349141836166
7	0.15190641725983556	1.0	0.039706725627183914
8	0.15190851278089693	1.0	0.04270082339644432
9	0.15191060835977377	1.0	0.042707741260528564
10	0.1519273750724318	1.0	0.0433371365070343
11	0.15193995253601192	1.0	0.04344691336154938
12	0.15194624204876298	1.0	0.04374649003148079
13	0.15195882263651042	1.0	0.0446787066757679
14	0.15196930805111644	1.0	0.04482300207018852
15	0.15197350262213635	1.0	0.04598516970872879
16	0.15197559999447963	1.0	0.04792477935552597
17	0.15198608772462527	1.0	0.0484335795044899
18	0.15200496928704535	1.0	0.04983527585864067
19	0.1520112641837608	1.0	0.04999997466802597
20	0.15202595430385862	1.0	0.05122050642967224
21	0.15203854809537617	1.0	0.05155711621046066
22	0.15204064726348926	1.0	0.05219166353344917
23	0.1520448457736172	1.0	0.052244361490011215
24	0.15204694511563688	1.0	0.05240146070718765
25	0.15204904451563017	1.0	0.053159236907958984
26	0.15208054247400185	1.0	0.053496621549129486
27	0.15208474318781334	1.0	0.05353500321507454
28	0.1521099523447752	1.0	0.05356116592884064
29	0.15211625593988287	1.0	0.05497026816010475
30	0.15211835725435482	1.0	0.05612117797136307
31	0.15212886469759346	1.0	0.056486088782548904
32	0.15213937359251736	1.0	0.05749054253101349
33	0.15214567962640582	1.0	0.057652298361063004
34	0.15214988393942744	1.0	0.05830514058470726
35	0.15215198618307427	1.0	0.058310139924287796
36	0.152154088484815	1.0	0.058351702988147736
37	0.15216249827276496	1.0	0.05859814211726189
38	0.15216460086501127	1.0	0.05906468629837036
39	0.1521667035153659	1.0	0.05968117713928223
40	0.1521751146979161	1.0	0.060710206627845764
41	0.1521772176388486	1.0	0.06089312583208084
42	0.1521835268103925	1.0	0.06099746376276016
43	0.15218562998383062	1.0	0.061669111251831055
44	0.15218983650510662	1.0	0.061969637870788574
45	0.15219825024532502	1.0	0.06241746246814728
46	0.1522045611610228	1.0	0.06246035173535347
47	0.15220876872892133	1.0	0.06275004893541336
48	0.15222139282850902	1.0	0.06296239048242569
49	0.15222349704869992	1.0	0.06300850957632065
50	0.15222981005833724	1.0	0.06301999092102051
51	0.15223401902234018	1.0	0.06354159861803055
