code	sse	code	volunit	decimal_point	name	pre_close	sse	sec
399294	sz	399294	100.0	2.0	中小创Q	2816.50146484375	sz	index_cn
399295	sz	399295	100.0	2.0	创价值	4681.94580078125	sz	index_cn
399296	sz	399296	100.0	2.0	创成长	5236.22265625	sz	index_cn
399297	sz	399297	100.0	2.0	新浪100	4168.11669921875	sz	index_cn
399298	sz	399298	100.0	2.0	深信中高	195.3125	sz	index_cn
399299	sz	399299	100.0	2.0	深信中低	226.62579345703125	sz	index_cn
399300	sz	399300	100.0	2.0	沪深300	3821.843505859375	sz	index_cn
399301	sz	399301	100.0	2.0	深信用债	198.83529663085938	sz	index_cn
399302	sz	399302	100.0	2.0	深公司债	202.85719299316406	sz	index_cn
399303	sz	399303	100.0	2.0	国证2000	8119.46826171875	sz	index_cn
399306	sz	399306	100.0	2.0	深证ETF	1402.087158203125	sz	index_cn
399307	sz	399307	100.0	2.0	深证转债	299.76629638671875	sz	index_cn
399310	sz	399310	100.0	2.0	国证A50	6158.166015625	sz	index_cn
399311	sz	399311	100.0	2.0	国证1000	4047.5693359375	sz	index_cn
399312	sz	399312	100.0	2.0	国证300	4464.34375	sz	index_cn
399313	sz	399313	100.0	2.0	巨潮100	4484.4990234375	sz	index_cn
399314	sz	399314	100.0	2.0	巨潮大盘	4169.30908203125	sz	index_cn
399315	sz	399315	100.0	2.0	巨潮中盘	3905.068603515625	sz	index_cn
399316	sz	399316	100.0	2.0	巨潮小盘	4914.9755859375	sz	index_cn
399317	sz	399317	100.0	2.0	国证Ａ指	5252.70068359375	sz	index_cn
399318	sz	399318	100.0	2.0	国证Ｂ指	4630.17822265625	sz	index_cn
399319	sz	399319	100.0	2.0	资源优势	2173.255859375	sz	index_cn
399320	sz	399320	100.0	2.0	国证服务	2068.9580078125	sz	index_cn
399321	sz	399321	100.0	2.0	国证红利	6359.88623046875	sz	index_cn
399322	sz	399322	100.0	2.0	国证治理	8300.0361328125	sz	index_cn
399324	sz	399324	100.0	2.0	深证红利	8829.119140625	sz	index_cn
399326	sz	399326	100.0	2.0	成长40	4318.47705078125	sz	index_cn
399328	sz	399328	100.0	2.0	深证治理	9978.626953125	sz	index_cn
399330	sz	399330	100.0	2.0	深证100	4895.5673828125	sz	index_cn
399333	sz	399333	100.0	2.0	中小100R	8350.185546875	sz	index_cn
399335	sz	399335	100.0	2.0	深证央企	4123.22119140625	sz	index_cn
399337	sz	399337	100.0	2.0	深证民营	4728.8037109375	sz	index_cn
399339	sz	399339	100.0	2.0	深证科技	7109.830078125	sz	index_cn
399341	sz	399341	100.0	2.0	深证责任	1664.7562255859375	sz	index_cn
399344	sz	399344	100.0	2.0	深证300R	5828.48095703125	sz	index_cn
399346	sz	399346	100.0	2.0	深证成长	3360.004150390625	sz	index_cn
399348	sz	399348	100.0	2.0	深证价值	5790.57666015625	sz	index_cn
399350	sz	399350	100.0	2.0	皖江30	2529.867919921875	sz	index_cn
399351	sz	399351	100.0	2.0	创新示范	8489.892578125	sz	index_cn
399352	sz	399352	100.0	2.0	深企综指	7912.767578125	sz	index_cn
399353	sz	399353	100.0	2.0	国证物流	2108.754638671875	sz	index_cn
399354	sz	399354	100.0	2.0	分析师指	7310.0712890625	sz	index_cn
399355	sz	399355	100.0	2.0	长三角	2913.48779296875	sz	index_cn
399356	sz	399356	100.0	2.0	珠三角	8710.3720703125	sz	index_cn
399357	sz	399357	100.0	2.0	环渤海	2724.23681640625	sz	index_cn
399358	sz	399358	100.0	2.0	国证环保	5046.09521484375	sz	index_cn
399359	sz	399359	100.0	2.0	国证基建	2701.9609375	sz	index_cn
399360	sz	399360	100.0	2.0	新硬件	4833.79443359375	sz	index_cn
399361	sz	399361	100.0	2.0	在线消费	3990.37548828125	sz	index_cn
399362	sz	399362	100.0	2.0	民企100	6667.70361328125	sz	index_cn
399363	sz	399363	100.0	2.0	国证算力	4580.37353515625	sz	index_cn
399364	sz	399364	100.0	2.0	消费100	8457.6298828125	sz	index_cn
399365	sz	399365	100.0	2.0	国证粮食	13269.3828125	sz	index_cn
399366	sz	399366	100.0	2.0	能源金属	1785.083251953125	sz	index_cn
399367	sz	399367	100.0	2.0	1000地产	3385.935546875	sz	index_cn
399368	sz	399368	100.0	2.0	国证军工	7537.40673828125	sz	index_cn
399369	sz	399369	100.0	2.0	国证责任	1482.5208740234375	sz	index_cn
399370	sz	399370	100.0	2.0	国证成长	4289.67333984375	sz	index_cn
399371	sz	399371	100.0	2.0	国证价值	5826.576171875	sz	index_cn
399372	sz	399372	100.0	2.0	大盘成长	4393.83984375	sz	index_cn
399373	sz	399373	100.0	2.0	大盘价值	6857.40283203125	sz	index_cn
399374	sz	399374	100.0	2.0	中盘成长	4211.58740234375	sz	index_cn
399375	sz	399375	100.0	2.0	中盘价值	4879.876953125	sz	index_cn
399376	sz	399376	100.0	2.0	小盘成长	5118.01806640625	sz	index_cn
399377	sz	399377	100.0	2.0	小盘价值	6388.5791015625	sz	index_cn
399378	sz	399378	100.0	2.0	ESG 30	2410.08544921875	sz	index_cn
399379	sz	399379	100.0	2.0	国证基金	7236.6845703125	sz	index_cn
399380	sz	399380	100.0	2.0	国证ETF	1431.262451171875	sz	index_cn
399381	sz	399381	100.0	2.0	1000能源	2695.212158203125	sz	index_cn
399382	sz	399382	100.0	2.0	1000材料	2531.840087890625	sz	index_cn
399383	sz	399383	100.0	2.0	1000工业	2699.294189453125	sz	index_cn
399384	sz	399384	100.0	2.0	1000可选	3496.252685546875	sz	index_cn
399385	sz	399385	100.0	2.0	1000消费	11903.359375	sz	index_cn
399386	sz	399386	100.0	2.0	1000医药	6711.53173828125	sz	index_cn
399387	sz	399387	100.0	2.0	1000金融	4068.702392578125	sz	index_cn
399388	sz	399388	100.0	2.0	1000信息	4414.2841796875	sz	index_cn
399389	sz	399389	100.0	2.0	国证通信	4166.361328125	sz	index_cn
399390	sz	399390	100.0	2.0	1000公用	2482.723388671875	sz	index_cn
399391	sz	399391	100.0	2.0	投资时钟	3116.76806640625	sz	index_cn
399392	sz	399392	100.0	2.0	国证新兴	2505.207275390625	sz	index_cn
399393	sz	399393	100.0	2.0	国证地产	3652.39990234375	sz	index_cn
399394	sz	399394	100.0	2.0	国证医药	9885.171875	sz	index_cn
399395	sz	399395	100.0	2.0	国证有色	5060.66357421875	sz	index_cn
399396	sz	399396	100.0	2.0	国证食品	23820.86328125	sz	index_cn
399397	sz	399397	100.0	2.0	国证文化	2302.85400390625	sz	index_cn
399398	sz	399398	100.0	2.0	绩效指数	10974.2041015625	sz	index_cn
399399	sz	399399	100.0	2.0	中经GDP	6745.662109375	sz	index_cn
399400	sz	399400	100.0	2.0	大中盘	3422.122802734375	sz	index_cn
399401	sz	399401	100.0	2.0	中小盘	3942.07080078125	sz	index_cn
399402	sz	399402	100.0	2.0	周期100	2950.915283203125	sz	index_cn
399403	sz	399403	100.0	2.0	防御100	8476.8505859375	sz	index_cn
399404	sz	399404	100.0	2.0	大盘低波	5277.5673828125	sz	index_cn
399405	sz	399405	100.0	2.0	大盘高贝	2024.7633056640625	sz	index_cn
399406	sz	399406	100.0	2.0	中盘低波	11589.513671875	sz	index_cn
399407	sz	399407	100.0	2.0	中盘高贝	2295.34619140625	sz	index_cn
399408	sz	399408	100.0	2.0	小盘低波	13632.091796875	sz	index_cn
399409	sz	399409	100.0	2.0	小盘高贝	4736.61181640625	sz	index_cn
399410	sz	399410	100.0	2.0	苏州率先	1934.0535888671875	sz	index_cn
399411	sz	399411	100.0	2.0	红利100	3243.00634765625	sz	index_cn
399412	sz	399412	100.0	2.0	国证新能	2855.524169921875	sz	index_cn
399413	sz	399413	100.0	2.0	国证转债	150.68890380859375	sz	index_cn
399415	sz	399415	100.0	2.0	I100	6550.6513671875	sz	index_cn
399416	sz	399416	100.0	2.0	I300	3466.693603515625	sz	index_cn
399417	sz	399417	100.0	2.0	新能源车	3065.371337890625	sz	index_cn
399418	sz	399418	100.0	2.0	国证国安	3891.9091796875	sz	index_cn
399419	sz	399419	100.0	2.0	国证高铁	1857.78466796875	sz	index_cn
399420	sz	399420	100.0	2.0	国证保证	1111.5670166015625	sz	index_cn
399422	sz	399422	100.0	2.0	中关村A	3156.269775390625	sz	index_cn
399423	sz	399423	100.0	2.0	中关村50	2523.781982421875	sz	index_cn
399427	sz	399427	100.0	2.0	专利领先	2512.6640625	sz	index_cn
399428	sz	399428	100.0	2.0	国证定增	3078.735107421875	sz	index_cn
399429	sz	399429	100.0	2.0	新丝路	1362.7703857421875	sz	index_cn
399431	sz	399431	100.0	2.0	国证银行	5778.2734375	sz	index_cn
399432	sz	399432	100.0	2.0	智能汽车	5439.84423828125	sz	index_cn
399433	sz	399433	100.0	2.0	国证交运	1650.6988525390625	sz	index_cn
399434	sz	399434	100.0	2.0	国证传媒	1904.31494140625	sz	index_cn
399435	sz	399435	100.0	2.0	国证农牧	4169.05810546875	sz	index_cn
399436	sz	399436	100.0	2.0	绿色煤炭	3660.968017578125	sz	index_cn
399437	sz	399437	100.0	2.0	证券龙头	4992.78857421875	sz	index_cn
399438	sz	399438	100.0	2.0	绿色电力	1975.085205078125	sz	index_cn
399439	sz	399439	100.0	2.0	国证油气	1618.5548095703125	sz	index_cn
399440	sz	399440	100.0	2.0	国证钢铁	1160.1474609375	sz	index_cn
399441	sz	399441	100.0	2.0	生物医药	2638.470458984375	sz	index_cn
399481	sz	399481	100.0	2.0	企债指数	126.32499694824219	sz	index_cn
399550	sz	399550	100.0	2.0	央视50	6948.212890625	sz	index_cn
399551	sz	399551	100.0	2.0	央视创新	8311.650390625	sz	index_cn
399552	sz	399552	100.0	2.0	央视成长	7720.19677734375	sz	index_cn
399553	sz	399553	100.0	2.0	央视回报	7375.90869140625	sz	index_cn
399554	sz	399554	100.0	2.0	央视治理	6853.01123046875	sz	index_cn
399555	sz	399555	100.0	2.0	央视责任	4699.1357421875	sz	index_cn
399556	sz	399556	100.0	2.0	央视生态	2565.09326171875	sz	index_cn
399557	sz	399557	100.0	2.0	央视文化	1866.3607177734375	sz	index_cn
399602	sz	399602	100.0	2.0	中小成长	1111.4794921875	sz	index_cn
399604	sz	399604	100.0	2.0	中小价值	1869.12939453125	sz	index_cn
399606	sz	399606	100.0	2.0	创业板R	2348.12646484375	sz	index_cn
399608	sz	399608	100.0	2.0	科技100	3013.7783203125	sz	index_cn
