	model	day2	all_get2	day_get2	test_day2	test_all_get2	test_day_get2	day5	all_get5	day_get5	test_day5	test_all_get5	test_day_get5	day10	all_get10	day_get10	test_day10	test_all_get10	test_day_get10	day20	all_get20	day_get20	test_day20	test_all_get20	test_day_get20	day30	all_get30	day_get30	test_day30	test_all_get30	test_day_get30	day50	all_get50	day_get50	test_day50	test_all_get50	test_day_get50	day70	all_get70	day_get70	test_day70	test_all_get70	test_day_get70	day90	all_get90	day_get90	test_day90	test_all_get90	test_day_get90	day100	all_get100	day_get100	test_day100	test_all_get100	test_day_get100	sum_over_present	choose_k
10	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent260	197.0	7.973082527797301	1.01059415726566	212.0	4.349196146653014	1.0069580152548951	629.0	139.67978564269083	1.0078836201353	637.0	30.723127399430187	1.0053912716292792	1312.0	5271.125414746449	1.0065533916763327	1275.0	533.7557287034394	1.0049375917301002	2653.0	566467.0137737459	1.005005768065312	2551.3333333333335	9624.408234005408	1.0036014754046314	4019.0	14819273.68104553	1.0041167959712827	4016.3333333333335	349954.71084222186	1.003183467749111	6706.0	399516232.38752	1.0029578051495367	6592.666666666667	504366.3957123036	1.0019937522426325	9362.666666666666	92933328.8251577	1.0019615545851077	9095.333333333334	1862883.4486782202	1.001588627985293	11911.333333333334	175973.70637893636	1.0010145140925784	11560.0	67970.5777429316	1.0009629919441818	13407.333333333334	66.8348767051456	1.0003134764804542	13126.333333333334	2799.2466672149485	1.0006048532793732	0.012301184220675943	260
11	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent280	209.0	8.881439635473786	1.0105043745167381	195.0	4.075282957050195	1.0072308386155902	540.0	99.48079028439919	1.0085548381564062	538.0	11.829153531379744	1.0046026921955322	1172.0	3518.203002266547	1.0069916539021004	1130.0	306.5258758429795	1.0050794962141234	2662.0	1063813.0562453996	1.005226748868681	2508.6666666666665	20880.68279863982	1.0039727575183839	3972.0	27758795.422438856	1.0043242935095924	3891.6666666666665	330264.95499085437	1.0032706862263496	6670.0	1029606556.883855	1.0031161558828807	6392.0	1381832.7265449679	1.0022144196213625	9371.0	228952601.78546762	1.0020562169322358	9059.333333333334	3349311.8697729236	1.0016598054348773	12057.333333333334	160826.52922223957	1.0009947509007748	11696.666666666666	79143.75753938603	1.0009647587135395	13407.333333333334	86.50411085783806	1.0003327234275678	13080.666666666666	3088.1695712132846	1.0006144795635326	0.012473607584259083	280
12	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent300	202.0	8.714550003050897	1.0107754335723071	189.0	3.9363801609067233	1.0072764064880297	643.0	211.8173993230396	1.008364061104999	602.0	19.340541705808032	1.004932729871317	1187.0	4471.085657083029	1.0071063327918106	1164.0	269.2032748408812	1.0048186746810515	2663.0	1349431.1552606723	1.0053145582311165	2575.6666666666665	15839.267227034303	1.0037615206835222	4000.0	41284909.192243375	1.0043936256938386	3891.6666666666665	128928.66911157721	1.0030282198251086	6680.0	1778257624.851933	1.0031935466019555	6406.333333333333	714670.5838960309	1.0021063168966744	9343.0	328798148.5146257	1.002101204184126	9034.666666666666	1350720.0860191819	1.0015636638858127	12037.333333333334	187173.12150374605	1.0010090202316149	11670.0	68552.70204691871	1.000954642021979	13407.333333333334	72.95775102193144	1.0003200164263333	13094.0	2305.3133698357096	1.000591512273114	0.012004487169442024	300
13	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent320	237.0	11.700932518344297	1.0104323901241703	211.0	3.9348497644813825	1.0065134082684077	620.0	204.29248110340532	1.008616836746577	623.0	12.33146986978436	1.004040491620799	1315.0	11866.98911057065	1.0071597418115064	1321.0	455.1938569851526	1.004644152307158	2641.0	2538201.308192814	1.005599475750726	2575.3333333333335	39392.47137864977	1.0041171748660833	4019.0	94999286.5257664	1.0045810957529762	3947.3333333333335	352694.22718898224	1.0032411871315987	6677.0	2949578102.470983	1.003271015530902	6504.0	2941339.7341700154	1.0022926572971094	9383.0	348132581.3071953	1.0020983397536625	9083.333333333334	4687909.851544788	1.001692494586731	12048.333333333334	200697.98932620313	1.0010138950124707	11718.666666666666	210217.9337615026	1.0010463913272947	13407.333333333334	65.16731116826215	1.000311591320588	13094.666666666666	4893.624743086957	1.0006490004927495	0.011751258390616304	320
14	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent340	251.0	14.290614525454723	1.0106523645773646	229.0	4.376624133039937	1.006467451656622	644.0	270.93352557485144	1.0087365037514955	649.0	14.789044569973539	1.004159453539708	1331.0	18312.136150214956	1.007401652473546	1348.0	686.8382356753655	1.0048575303566953	2668.0	4591486.330413174	1.0057660783236002	2667.3333333333335	68827.33461799106	1.0041849470763327	4002.0	132054744.14035378	1.0046832780347241	4055.3333333333335	678281.329507185	1.0033165143216862	6699.0	3579455316.6618714	1.0032892425497701	6561.0	2946063.5608458417	1.002272961902641	9393.0	413573895.50246847	1.002114480505978	9097.333333333334	5484812.301196688	1.0017071744686536	12050.333333333334	216443.62512315775	1.001020000807813	11725.666666666666	195085.2503337359	1.0010393883493436	13407.333333333334	61.531933029010624	1.0003073086294676	13081.666666666666	6149.5061841429515	1.0006671196399888	0.012103799784607516	340
15	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent360	236.0	12.956647103456836	1.010913396554075	229.0	5.051328930270831	1.0070977840846969	656.0	316.7255081552575	1.0088161282809538	675.0	22.956753477123183	1.0046531809683297	1314.0	19233.85703791183	1.0075354240577694	1356.0	888.6654873665472	1.005019725613223	2664.0	7266061.744289377	1.0059480722699354	2681.3333333333335	86923.00349541007	1.004250471433325	4025.0	266736878.7767332	1.004831952751671	4026.3333333333335	381153.52414446877	1.003196826161548	6660.666666666667	8065555709.728768	1.0034305835369264	6537.0	3753049.08400105	1.0023184367022884	9360.666666666666	944795312.7646586	1.0022102388774272	9052.333333333334	4994482.102031788	1.001705305268799	12077.333333333334	319803.24844780355	1.0010500757758634	11751.0	146573.39383068608	1.0010127907636064	13407.333333333334	79.7641181769156	1.0003266711483283	13083.0	4553.048362984337	1.0006440621120416	0.012539396300115135	360
16	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent380	239.0	14.849206226092997	1.0113524340091418	239.0	5.487823901853513	1.007148996962728	650.0	331.0074898187847	1.008966329628756	655.0	25.106692259108645	1.0049329430287774	1308.0	18908.39006121243	1.0075569743587534	1344.0	1052.8424127979886	1.005191441609369	2668.0	7849691.823640814	1.0059682585595089	2702.0	93342.8900598451	1.0042443761037403	3998.0	269140466.6806814	1.004866918713541	4025.0	478892.60599570477	1.003254783889507	6668.666666666667	9594900037.050716	1.0034525871357252	6547.0	5124605.510488939	1.0023625794011848	9391.666666666666	1049069078.8946939	1.0022141070455426	9071.666666666666	3054134.174096434	1.001647360189633	12056.333333333334	362647.62047021644	1.0010623449916536	11709.333333333334	222519.44426705252	1.001052087709673	13407.333333333334	62.908735019509905	1.0003089596339867	13067.333333333334	4605.785470255051	1.00064571640793	0.012897065689249643	380
17	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent400	237.0	20.383586571041743	1.0128016279021348	234.0	5.872401767425919	1.0075939181779814	623.0	365.9179526945491	1.0095191940038581	627.0	26.930693624376183	1.0052662370548922	1323.0	26547.938221602322	1.0077294221670001	1373.0	1329.2304596731478	1.005252168019916	2683.0	10099455.56947388	1.0060292819498482	2690.3333333333335	104107.97468270542	1.0043035656079318	4018.0	353911736.058816	1.0049111137858766	3998.3333333333335	348281.1219505488	1.0031966194399222	6635.666666666667	12049975076.047613	1.0035042410479278	6555.333333333333	6010629.201037793	1.002383957834271	9379.666666666666	1336651652.9179726	1.0022428291192522	9046.0	3092183.8805122175	1.0016534091697071	12018.333333333334	491069.6618950862	1.001090957269184	11656.666666666666	197426.0621725926	1.001046568382508	13407.333333333334	58.2562780903591	1.0003032271981025	13049.666666666666	3350.3624423093215	1.0006221882023763	0.013207812886899206	400
18	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent420	233.0	23.7310262351231	1.0136841268969623	254.0	7.214946577080715	1.007810480867504	647.0	526.524490488257	1.0097322118928784	663.0	40.29963573002863	1.0055907473411752	1308.0	30464.574528133388	1.0079244443659912	1327.0	686.4309407854723	1.004934141742817	2652.0	11495978.36642949	1.0061491106191494	2685.3333333333335	119238.06944695683	1.0043623464475413	4024.0	502232961.0901307	1.0049911857080076	3976.3333333333335	425585.06670584646	1.0032649091887127	6695.666666666667	14117790421.601757	1.003496520516428	6501.333333333333	9429244.614322295	1.002473212279457	9363.666666666666	1601418427.3048923	1.0022660097126865	8941.0	4917268.739852705	1.001724812455672	12050.333333333334	620225.3669469139	1.0011074566979663	11590.0	221444.42754699517	1.0010625077154398	13407.333333333334	49.54091772432554	1.0002911367196026	13017.666666666666	1714.528983500096	1.0005722242173456	0.013353986288949016	420
19	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent440	237.0	25.609349096609957	1.013777410612939	267.0	7.019253897972666	1.0073250383598138	665.0	698.4410918179233	1.0098965460968456	689.0	44.39974405389312	1.005520601688954	1319.0	41870.786869358446	1.008101132068983	1348.0	837.0721219863019	1.0050049983792917	2671.0	17070773.680943195	1.0062541742070934	2699.3333333333335	93941.10018723454	1.0042509546850582	3995.0	712590647.8196257	1.005115522357944	3946.3333333333335	647502.1241329056	1.0033964663471264	6663.666666666667	23191389114.908318	1.0035880906244543	6513.333333333333	18818811.604590908	1.0025750139994765	9377.666666666666	2562562240.1085577	1.0023128692787682	8966.0	9790499.620752929	1.0017969419292259	12068.333333333334	674360.3266428708	1.0011127456849618	11575.0	363078.213934801	1.0011066484763007	13407.333333333334	52.546177632834784	1.000295530634642	13009.666666666666	2626.147538691874	1.0006053695546913	0.013293926814533896	440
20	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent460	253.0	34.42841054445606	1.0140859616005504	298.0	7.902341923202433	1.006960890866641	663.0	865.5157294899531	1.0102533028813123	717.0	55.68718904639059	1.0056220910230336	1325.0	61515.9254304075	1.0083570295523154	1360.0	1244.0135799777129	1.0052535297258018	2683.0	31534989.360989965	1.006456313003672	2767.3333333333335	218215.14224418486	1.0044521496567427	4021.0	1180283616.8937256	1.00520849881074	4050.3333333333335	1164260.730807952	1.0034544584610323	6679.666666666667	34019485792.824482	1.0036370485855506	6574.333333333333	20945098.47879985	1.0025674156003028	9388.666666666666	3327839904.3318224	1.0023380541309366	9013.0	10212992.583608981	1.0017922589283217	12063.333333333334	793287.618529221	1.0011266862764967	11558.0	412238.40542086633	1.0011192759582237	13407.333333333334	57.12885506493325	1.0003017691568616	12981.666666666666	2796.319237891004	1.0006115151266959	0.01383088041165803	460
21	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent480	266.0	39.972063176658125	1.0139619109664177	299.0	7.913198116504682	1.0069421530679312	668.0	947.9010727077699	1.0103136765803724	699.0	54.16149877386571	1.005727311945559	1314.0	64939.787305137324	1.0084688526721142	1348.0	1206.9560540673388	1.00527786786355	2680.0	35649701.50239277	1.0065096227079986	2850.3333333333335	261593.94951098412	1.004386113744376	4009.0	1426020371.6991863	1.005271554521897	4077.3333333333335	1675502.819663036	1.003521134944023	6698.666666666667	48520783358.87006	1.0036799118641944	6576.333333333333	30619884.03102542	1.0026245278497992	9377.666666666666	4498151741.246985	1.002373009743451	8974.0	35236420.900496975	1.0019383136801703	12075.333333333334	914494.2738418926	1.001137354171596	11563.0	778190.1643800952	1.0011738031482416	13407.333333333334	61.25770894511878	1.00030697538301	12950.666666666666	3122.4700087405113	1.0006215031249244	0.013873511587492948	480
22	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent500	266.0	41.08535316619061	1.0140666323288736	317.0	8.144517471840517	1.0066381658796018	623.0	760.4607057190863	1.0107052493266224	689.0	35.57081148153359	1.0051970945703264	1341.0	92957.46619967355	1.0085673620509097	1373.0	1659.9601215116224	1.0054148617396634	2671.0	42898844.25765768	1.006601385014818	2832.3333333333335	330383.96777335403	1.0044968444402447	4003.0	1754858080.4311512	1.0053315879852447	4063.3333333333335	1453661.8600972681	1.0034982118984095	6680.666666666667	63796888695.94722	1.0037309678833868	6537.0	40592291.40896651	1.0026835834799752	9368.666666666666	5793451170.282746	1.002402368087174	8949.666666666666	53935980.77820902	1.0019912504644104	12067.666666666666	1021820.2089369175	1.0011472832746766	11565.666666666666	670394.9044544098	1.0011606253547511	13407.333333333334	60.47216347270039	1.000306012439371	12941.333333333334	3676.854923997687	1.0006345882193044	0.013787406595915375	500
23	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent520	267.0	42.060902832420176	1.014102707660593	312.0	8.331953589817623	1.0068183254053977	629.0	816.5439639681783	1.010716925033774	687.0	39.369082162854795	1.005360723342101	1240.0	53071.72629310491	1.0088123111569973	1289.0	916.2598471678921	1.0053051788222216	2655.0	46046297.85618484	1.0066681442517067	2747.6666666666665	258403.53434814926	1.004545887068908	4024.0	2295574594.3606963	1.0053707949975854	3979.6666666666665	1401943.2601890448	1.0035627525105462	6689.666666666667	75324361185.16228	1.0037508610924073	6443.333333333333	26827852.816316184	1.0026582010342702	9347.666666666666	7393136071.829116	1.0024339186899098	8834.0	44067530.69169378	1.0019944283648516	12068.666666666666	1078951.9007470056	1.0011517012561786	11536.666666666666	748776.9965678641	1.0011731403348363	13407.333333333334	57.2660284299104	1.0003019480864095	12906.333333333334	3575.4406956047496	1.0006341411968556	0.013874685883731641	520
24	/mnt/lustre/users/sanger-dev/sg-users/liubinxu/soft/finiance/stock_data/finiance/train/amount_normalize20_rolling_96_exp_mean_close480_close2880_down_K72_9_240_3_1000_no_1_kparent540	263.0	41.50273795074547	1.0142672043068335	306.0	8.166323688157496	1.006886409656944	638.0	907.7427975485984	1.0107326739134221	682.0	42.467699842952285	1.0055118262917624	1232.0	52120.40853520539	1.0088549752726441	1267.0	1087.2696948281762	1.005533346618085	2643.0	52691238.392097935	1.0067498670635036	2680.6666666666665	222165.6136245477	1.0046031429090907	4021.0	3303345471.775084	1.0054658163602932	3963.6666666666665	827243.7047536139	1.0034436049628064	6690.666666666667	107761809596.4992	1.0038040268723079	6494.333333333333	61505504.85176469	1.0027653991747185	9389.666666666666	8500100205.033498	1.0024379142228623	8874.0	57200632.04506214	1.00201488217917	12054.666666666666	1383231.6173802277	1.0011736723764064	11542.666666666666	1131657.0338536543	1.0012083527972946	13407.333333333334	61.517587578275	1.0003072912332311	12880.333333333334	4721.730101974795	1.000657025655386	0.014036417842012372	540
